Scattering angle = 0
Wavelength	Ref Index (real)	Ref Index (imaginary)	Cext	Csca	Cabs
 533.8284 	 0.531940711502242 	 2.2543377816575 	 7.48489823598945E-16 	 3.33347141139111E-17 	 7.15155109485034E-16 
 534.6883 	 0.526035104250735 	 2.26596249828806 	 7.29273797590187E-16 	 3.29999011682037E-17 	 6.96273896421983E-16 
 535.5495 	 0.520120081432419 	 2.27760574871056 	 7.10299476881316E-16 	 3.26612904707621E-17 	 6.77638186410554E-16 
 536.4122 	 0.514195233674824 	 2.28926833874204 	 6.9157957544873E-16 	 3.23193747769592E-17 	 6.59260200671771E-16 
 537.2762 	 0.50826137972289 	 2.30094865674842 	 6.73124501456523E-16 	 3.19746231632503E-17 	 6.41149878293273E-16 
 538.1416 	 0.502317291459208 	 2.31264912018081 	 6.54943612043656E-16 	 3.16274878213187E-17 	 6.23316124222338E-16 
 539.0084 	 0.496364197001186 	 2.32436731158811 	 6.37044124005937E-16 	 3.12783940914972E-17 	 6.0576572991444E-16 
 539.8766 	 0.490401277603886 	 2.33610484260438 	 6.19433449739438E-16 	 3.09277583231747E-17 	 5.88505691416263E-16 
 540.7462 	 0.484428942639777 	 2.34786090741259 	 6.02119139518029E-16 	 3.05759889463732E-17 	 5.71543150571656E-16 
 541.6172 	 0.478446782736389 	 2.35963631182978 	 5.85106694823538E-16 	 3.0223467017797E-17 	 5.54883227805741E-16 
 542.4896 	 0.472454797893722 	 2.37143105585595 	 5.68399707067272E-16 	 2.98705450994523E-17 	 5.3852916196782E-16 
 543.3634 	 0.466453397484247 	 2.38324433367406 	 5.52003066085154E-16 	 2.95175778404426E-17 	 5.22485488244711E-16 
 544.2386 	 0.460442581507963 	 2.3950761452841 	 5.35918793578442E-16 	 2.91648813610841E-17 	 5.06753912217358E-16 
 545.1152 	 0.454421531219929 	 2.40692810232017 	 5.20149231858418E-16 	 2.88127641425953E-17 	 4.91336467715822E-16 
 545.9933 	 0.448391065365087 	 2.41879859314818 	 5.04696982536627E-16 	 2.84615278637747E-17 	 4.76235454672852E-16 
 546.8727 	 0.442350774570966 	 2.43068842358516 	 4.89562028963756E-16 	 2.81114357063137E-17 	 4.61450593257442E-16 
 547.7536 	 0.436301068210037 	 2.44259678781408 	 4.74744738532655E-16 	 2.77627445374716E-17 	 4.46981993995184E-16 
 548.6359 	 0.430241536909828 	 2.45452449165198 	 4.60244902457542E-16 	 2.74156947766541E-17 	 4.32829207680888E-16 
 549.5196 	 0.426452529725453 	 2.4653382851559 	 4.48422772454937E-16 	 2.70577668481789E-17 	 4.21365005606758E-16 
 550.4047 	 0.422752049267986 	 2.47612254109367 	 4.36941360479672E-16 	 2.6703734774236E-17 	 4.10237625705436E-16 
 551.2912 	 0.419045588236043 	 2.48692422613195 	 4.25719028788714E-16 	 2.6354061033893E-17 	 3.99364967754821E-16 
 552.1792 	 0.415333146629623 	 2.49774334027073 	 4.1475091285036E-16 	 2.60087550754807E-17 	 3.88742157774879E-16 
 553.0686 	 0.411614724448726 	 2.50857988351002 	 4.04034090264022E-16 	 2.56678540328284E-17 	 3.78366236231194E-16 
 553.9595 	 0.407890321693352 	 2.51943385584981 	 3.93563566901436E-16 	 2.53313554325207E-17 	 3.68232211468915E-16 
 554.8518 	 0.404159938363502 	 2.53030525729011 	 3.83334373362661E-16 	 2.4999252102244E-17 	 3.58335121260417E-16 
 555.7455 	 0.400423574459175 	 2.54119408783092 	 3.73343373160068E-16 	 2.46715642455769E-17 	 3.48671808914491E-16 
 556.6406 	 0.396681229980371 	 2.55210034747223 	 3.63584948578254E-16 	 2.43482645165599E-17 	 3.39236684061694E-16 
 557.5372 	 0.392932655736487 	 2.56302476242657 	 3.54055302906764E-16 	 2.40293532847016E-17 	 3.30025949622062E-16 
 558.4353 	 0.389178100918127 	 2.57396660648141 	 3.44750022524373E-16 	 2.3714816185523E-17 	 3.2103520633885E-16 
 559.3348 	 0.385417814715893 	 2.58492515342424 	 3.35664700017036E-16 	 2.34046351435657E-17 	 3.1226006487347E-16 
 560.2357 	 0.381651049557976 	 2.59590258189261 	 3.26794412394012E-16 	 2.30987788943964E-17 	 3.03695633499615E-16 
