Scattering angle = 0
Wavelength	Ref Index (real)	Ref Index (imaginary)	Cext	Csca	Cabs
467.0756 	 1.32499205221296 	 1.86292122340938 	 9.29640241448284E-16 	 2.42845674079158E-17 	 9.05355674040368E-16
471.6078 	 1.30861425703624 	 1.84891786222889 	 9.3526503725375E-16 	 2.35028612483119E-17 	 9.11762176005438E-16
476.184 	 1.25821756891313 	 1.84593138555837 	 9.64271727166503E-16 	 2.36391421959435E-17 	 9.4063258497056E-16
480.8046 	 1.20733185384603 	 1.84291592945261 	 9.95543239935464E-16 	 2.38716409315644E-17 	 9.71671599003899E-16
485.4701 	 1.15595251695091 	 1.83987122162162 	 1.02928917503331E-15 	 2.42111144804329E-17 	 1.00507806055288E-15
490.1808 	 1.10407463513771 	 1.83679697032613 	 1.06574286083127E-15 	 2.46708565136613E-17 	 1.04107200431761E-15
494.9372 	 1.05169328531642 	 1.83369288382684 	 1.10516010210137E-15 	 2.52672888405166E-17 	 1.07989281326085E-15
499.7398 	 0.977174824581802 	 1.87009671788289 	 1.14048022390645E-15 	 2.7193276266917E-17 	 1.11328694763953E-15
504.589 	 0.895734887436022 	 1.91818509474312 	 1.16179684264068E-15 	 2.96422914059097E-17 	 1.13215455123477E-15
509.4852 	 0.813504630884958 	 1.96674013671549 	 1.16357657129441E-15 	 3.21977798639976E-17 	 1.13137879143042E-15
514.4289 	 0.730476547144518 	 2.01576627697079 	 1.13908334263581E-15 	 3.4706394870298E-17 	 1.10437694776551E-15
519.4206 	 0.646642627911674 	 2.06526824422455 	 1.08220537356187E-15 	 3.69496679608629E-17 	 1.045255705601E-15
524.4608 	 0.596278916997085 	 2.12769315807446 	 9.71478955056379E-16 	 3.66154973927212E-17 	 9.34863457663658E-16
529.5498 	 0.561326695512704 	 2.19649381701785 	 8.47733042286036E-16 	 3.49339217025532E-17 	 8.12799120583483E-16
534.6883 	 0.526035104250735 	 2.26596249828806 	 7.29273797590187E-16 	 3.29999011682037E-17 	 6.96273896421983E-16
539.8766 	 0.490401277603886 	 2.33610484260438 	 6.19433449739438E-16 	 3.09277583231747E-17 	 5.88505691416263E-16
545.1152 	 0.454421531219929 	 2.40692810232017 	 5.20149231858418E-16 	 2.88127641425953E-17 	 4.91336467715822E-16
550.4047 	 0.422752049267986 	 2.47612254109367 	 4.36941360479672E-16 	 2.6703734774236E-17 	 4.10237625705436E-16
555.7455 	 0.400423574459175 	 2.54119408783092 	 3.73343373160068E-16 	 2.46715642455769E-17 	 3.48671808914491E-16
561.1381 	 0.377878553016185 	 2.60689671324897 	 3.1813534077504E-16 	 2.27972328480968E-17 	 2.95338107926943E-16
566.5831 	 0.355114742223589 	 2.67323695326052 	 2.70370873959638E-16 	 2.10766647879038E-17 	 2.49294209171734E-16
572.0808 	 0.332129899365958 	 2.74022134377825 	 2.29141584942097E-16 	 1.95022522207456E-17 	 2.09639332721351E-16
577.632 	 0.30892228010907 	 2.80785496828981 	 1.93606699021094E-16 	 1.80643979289958E-17 	 1.75542301092099E-16
583.237 	 0.287516472362815 	 2.87569691365811 	 1.64055803455448E-16 	 1.67497149160822E-17 	 1.47306088539366E-16
588.8964 	 0.274490000713962 	 2.94229477722921 	 1.42595335367961E-16 	 1.55444584653473E-17 	 1.27050876902613E-16
594.6107 	 0.261337034490602 	 3.00953934457723 	 1.23969589328043E-16 	 1.44516262814216E-17 	 1.09517963046622E-16
600.3804 	 0.248056338930077 	 3.07743692842887 	 1.07773126648027E-16 	 1.34585134892503E-17 	 9.43146131587771E-17
606.2061 	 0.234646953661432 	 3.14599243868264 	 9.36627055208569E-17 	 1.25539954740959E-17 	 8.1108710046761E-17
612.0884 	 0.221107369530307 	 3.21521359089336 	 8.13473797662152E-17 	 1.17283362682978E-17 	 6.96190434979174E-17
618.0277 	 0.208172384296713 	 3.28309627266658 	 7.09349688064764E-17 	 1.09809019738781E-17 	 5.99540668325983E-17
624.0247 	 0.198331893476025 	 3.34284210919368 	 6.31527910358468E-17 	 1.03250273840365E-17 	 5.28277636518103E-17
630.0799 	 0.188395845867559 	 3.40316811192647 	 5.61845984785827E-17 	 9.71771399216456E-18 	 4.64668844864182E-17
636.1938 	 0.178363361214316 	 3.4640796252824 	 4.99386608295254E-17 	 9.15454742043823E-18 	 4.07841134090871E-17
642.367 	 0.168233559259293 	 3.52558199367894 	 4.43345831265986E-17 	 8.63158519948984E-18 	 3.57029979271087E-17
648.6002 	 0.15800555974549 	 3.58768056153352 	 3.93017779593416E-17 	 8.14530023342642E-18 	 3.11564777259152E-17
654.8938 	 0.147678188996907 	 3.65038245473608 	 3.47780551442356E-17 	 7.69252782098277E-18 	 2.70855273232528E-17
661.2485 	 0.139627429858283 	 3.71212639565815 	 3.11515718524951E-17 	 7.27285967768733E-18 	 2.38787121748078E-17
667.6649 	 0.138200646957197 	 3.77005376996144 	 2.90246797021216E-17 	 6.88709565443723E-18 	 2.21375840476844E-17
674.1435 	 0.136760026850483 	 3.82854293470191 	 2.70618385713744E-17 	 6.52576695869798E-18 	 2.05360716126764E-17
680.685 	 0.135305423743828 	 3.88759980912748 	 2.52484942457926E-17 	 6.18698123910913E-18 	 1.90615130066835E-17
687.2899 	 0.133836705096948 	 3.94722977437258 	 2.35715757064794E-17 	 5.86902358879297E-18 	 1.77025521176865E-17
693.959 	 0.132353738369559 	 4.00743821157169 	 2.20193518595137E-17 	 5.57033880099066E-18 	 1.6449013058523E-17
700.6928 	 0.13085637776735 	 4.06823103997269 	 2.05812079708347E-17 	 5.28950949720363E-18 	 1.52916984736311E-17
707.4919 	 0.1305718195317 	 4.12810321748866 	 1.94008954661494E-17 	 5.02654637805824E-18 	 1.43743490880912E-17
714.3569 	 0.131903501748766 	 4.18656398922934 	 1.84882841643487E-17 	 4.78029564111957E-18 	 1.37079885232292E-17
721.2886 	 0.133248098775528 	 4.24559172036327 	 1.76278449181845E-17 	 4.5478964407097E-18 	 1.30799484774748E-17
728.2876 	 0.134605749356586 	 4.3051925017702 	 1.68160134436413E-17 	 4.32842602187325E-18 	 1.24875874217681E-17
735.3545 	 0.135976580674487 	 4.36537191675663 	 1.60495102887116E-17 	 4.12103465346277E-18 	 1.19284756352489E-17
742.4899 	 0.137360696787681 	 4.42613453348237 	 1.53253217761759E-17 	 3.9249395124117E-18 	 1.14003822637642E-17
749.6946 	 0.138758259564865 	 4.48748745797386 	 1.46406742990553E-17 	 3.739418404479E-18 	 1.09012558945763E-17
756.9692 	 0.140268273658927 	 4.54925660967156 	 1.40018055242914E-17 	 3.56388688075024E-18 	 1.04379186435412E-17
764.3143 	 0.1425250711253 	 4.61030303519542 	 1.34572929099511E-17 	 3.39818654180827E-18 	 1.00591063681428E-17
771.7308 	 0.14480375311008 	 4.6719414374664 	 1.29385421222147E-17 	 3.24109990687393E-18 	 9.69744221534077E-18
779.2192 	 0.147104557687525 	 4.73417825639891 	 1.24441073488999E-17 	 3.09211040793079E-18 	 9.35199694096906E-18
786.7803 	 0.149427686305086 	 4.79701894115127 	 1.19726298811177E-17 	 2.9507369146375E-18 	 9.02189296648019E-18
794.4147 	 0.151773358723617 	 4.86046943625988 	 1.15228472386751E-17 	 2.81653236701827E-18 	 8.70631487165679E-18
802.1233 	 0.154141776390567 	 4.92453519088307 	 1.10935778204293E-17 	 2.68908025376202E-18 	 8.40449756666727E-18
809.9066 	 0.1565331956936 	 4.98922314031326 	 1.06837165526973E-17 	 2.56799234255309E-18 	 8.11572421014417E-18
817.7654 	 0.158947799766762 	 5.05453823833079 	 1.02922290224148E-17 	 2.45290643640193E-18 	 7.83932258601285E-18
825.7005 	 0.160636231383371 	 5.11990178611549 	 9.88561739822136E-18 	 2.34363105778411E-18 	 7.54198634043725E-18
833.7126 	 0.161766386251767 	 5.18545072469691 	 9.47466328779991E-18 	 2.23978275627258E-18 	 7.23488053152733E-18
841.8025 	 0.162907504600189 	 5.25163554469499 	 9.08385950474529E-18 	 2.14095071779119E-18 	 6.9429087869541E-18
849.9708 	 0.164059695727132 	 5.31846258541835 	 8.71206419153693E-18 	 2.04686241799488E-18 	 6.66520177354205E-18
858.2185 	 0.165223068931094 	 5.38593818617558 	 8.35821447897632E-18 	 1.95726263641424E-18 	 6.40095184256208E-18
866.5461 	 0.166397733510572 	 5.45406868627529 	 8.02131570152894E-18 	 1.87191190620586E-18 	 6.14940379532307E-18
874.9545 	 0.167583790356487 	 5.52285993738695 	 7.70043400450801E-18 	 1.79058525938632E-18 	 5.90984874512169E-18
883.4446 	 0.168781365582489 	 5.59231925409741 	 7.39469584332308E-18 	 1.71307142654682E-18 	 5.68162441677626E-18
892.017 	 0.169990551671922 	 5.66245200043703 	 7.10328122873692E-18 	 1.63917174521838E-18 	 5.46410948351853E-18
900.6726 	 0.174665696784218 	 5.72710674101259 	 6.94726073572237E-18 	 1.5693088493763E-18 	 5.37795188634608E-18
909.4122 	 0.179413409681409 	 5.79234030091047 	 6.79521053964567E-18 	 1.5026114990226E-18 	 5.29259904062307E-18
918.2366 	 0.184207166579936 	 5.85820650523822 	 6.64638635435115E-18 	 1.43892059739587E-18 	 5.20746575695528E-18
927.1466 	 0.189047485555762 	 5.92471247235793 	 6.5007596729857E-18 	 1.37808920881823E-18 	 5.12267046416747E-18
936.1431 	 0.193934755165862 	 5.99186354104115 	 6.35829843293039E-18 	 1.31997838855718E-18 	 5.03832004437321E-18
945.2269 	 0.198869428726704 	 6.05966593985471 	 6.21896699021212E-18 	 1.26445659023234E-18 	 4.95451039997978E-18
954.3988 	 0.203851991934504 	 6.12812634226306 	 6.08272716726132E-18 	 1.21139935708849E-18 	 4.87132781017283E-18
963.6597 	 0.208882930485479 	 6.19725142173064 	 5.94953784823755E-18 	 1.16068874216248E-18 	 4.78884910607507E-18
973.0105 	 0.213962665316351 	 6.26704696192664 	 5.81935609907429E-18 	 1.11221307339977E-18 	 4.70714302567451E-18
982.452 	 0.219091682123335 	 6.33751963631552 	 5.69213715720211E-18 	 1.06586651956166E-18 	 4.62627063764044E-18
991.9851 	 0.223794101503403 	 6.41070554776051 	 5.55458027910554E-18 	 1.02145380076355E-18 	 4.53312647834199E-18
